,Brand,Search,Comments,Source,Additional info,Subjectivity,Polarity
9971,ASOS,aesthetic,"a colourful + aesthetic ASOS haul 🌈+i’m a south asian woman with pretty much the same skin tone as yours and i’ve always thought that i couldn’t wear bright colours because they’d look tacky or cheap on me. i’m very grateful that i found your channel, it’s so refreshing to see someone with the same complexion wearing whatever they want and it inspires me to do the same!",https://www.youtube.com//watch?v=xxBaZxWLOTY&pp=ygUPQVNPUyBhZXN0aGV0aWMg,,1,1
16693,Versace,price,Why Is Versace So Expensive?+Genio GIANNI VERSACE,https://www.youtube.com//watch?v=DhKvLcvNjkI&pp=ygUOVmVyc2FjZSBwcmljZSA%3D,,0,
17023,Versace,price,"How we got a Versace Home Table at a BARGAIN PRICE $$$+I’m sure Moses is aware, but I would strongly advise you get a piece of toughneed glass to put on top. The top could be easily replaced in the future, replacing a mirror on the other hand would be much more difficult to get the tint to match 100%",https://www.youtube.com//watch?v=CnOYPfbdBG4&pp=ygUOVmVyc2FjZSBwcmljZSA%3D,,0,
19137,Versace,trends,Versace Spring-Summer 2023 Men’s | Fashion Show | Versace+Donatella Versace,https://www.youtube.com//watch?v=6KEdZP35AEc&pp=ygUPVmVyc2FjZSB0cmVuZHMg,,0,
8258,ASOS,fast fashion,How ASOS became one of the world’s largest retailers | CNBC Explains+since i started buying off asos i can never find the stuff i like in stores so I just buy online,https://www.youtube.com//watch?v=JAeqysT6Bxs&pp=ygUSQVNPUyBmYXN0IGZhc2hpb24g,,1,1
14284,Mango,comparison,What is Australia's BEST tasting Mango? 5 Variety Comparison Review+Very good information,https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,,0,
18893,Versace,popular,"Versace Spring-Summer 2023 Women’s | Fashion Show | Versace+Versace is definitly one of those designer brands that have always stood out for me. You see Versace you think BOLD, you think of their logo MEDUSA. Versace has made a name for themselves for sure.",https://www.youtube.com//watch?v=hoKDrFyQDy0&pp=ygUQVmVyc2FjZSBwb3B1bGFyIA%3D%3D,,1,1
1063,Dior,quality,This Is Why Luxury Designer Brands Are So Expensive+Ego vrs no ego Earth s problem material girls and boys,https://www.youtube.com//watch?v=9fcHkjt39EA&pp=ygUNRGlvciBxdWFsaXR5IA%3D%3D,,0,
15928,Versace,consumerism,"Versace Tribute | Versace Versace Versace+Grace, Kaia, Christy, Gigi, Vitto, Naomi, Gisele, Irina ️️",https://www.youtube.com//watch?v=WCsIMfQDvHg&pp=ygUUVmVyc2FjZSBjb25zdW1lcmlzbSA%3D,,0,
17933,Versace,opinions,"VERSACE THE DREAMER Review at the Versace Mansion, Miami Beach+The bottle Looks very Clean and expensive",https://www.youtube.com//watch?v=Tv5gXShxEb0&pp=ygURVmVyc2FjZSBvcGluaW9ucyA%3D,,1,1
4541,Forever 21,consumerism,"Forever 21's dirty little secret+""Rock forever 21 but just turned thirtayy""",https://www.youtube.com//watch?v=uTW8pWKhYv8&pp=ygUXRm9yZXZlciAyMSBjb25zdW1lcmlzbSA%3D,,0,
10004,ASOS,aesthetic,a colourful + aesthetic ASOS haul 🌈+Honestly everything Rubi wears is like so pretty,https://www.youtube.com//watch?v=xxBaZxWLOTY&pp=ygUPQVNPUyBhZXN0aGV0aWMg,,1,1
19832,Puma,trends,These Fashion Trends Will DIE Soon+Sambas will never die!!!,https://www.youtube.com//watch?v=eYbxsu5YO2U&pp=ygUMUHVtYSB0cmVuZHMg,,1,1
6194,Forever 21,aesthetic,FOREVER 21 TRY ON CLOTHING HAUL 2020| *aesthetic+Loved this such a great video!!,https://www.youtube.com//watch?v=a1o67-qmerc&pp=ygUVRm9yZXZlciAyMSBhZXN0aGV0aWMg,,1,1
1999,Dior,haul,Come Shopping with Me! Did I find my DIOR Wishlist Bag? + Mini Haul 🛍️+Oh I love the Toujours bag! (In the small is my favorite),https://www.youtube.com//watch?v=Zk3jd-kFSus&pp=ygUKRGlvciBoYXVsIA%3D%3D,,1,1
11035,ASOS,popular,MY FOLLOWERS CHOOSE MY BIRTHDAY OUTFITS FROM ASOS!+What did you guys think of these outfits!? I love them all I couldn't choose my favourite! Do you want to see a part 2?,https://www.youtube.com//watch?v=IOC1Vps5THs&pp=ygUNQVNPUyBwb3B1bGFyIA%3D%3D,,1,1
86,Nike,waste,From Trash to Space Hippie | Behind the Design | Nike+One mans trash is another mans treasure,https://www.youtube.com//watch?v=i3n_4-c1Rg8&pp=ygULTmlrZSB3YXN0ZSA%3D,,1,1
11398,ASOS,trends,Popular FALL 2021 Clothing Trends *would we wear them?!*+sinead looks just like nicole anderson omg,https://www.youtube.com//watch?v=CAwzQc4SqrM&pp=ygUMQVNPUyB0cmVuZHMg,,0,
6107,Forever 21,aesthetic,"HUGE FOREVER 21 SUMMER TRY ON HAUL | trendy affordable clothes !+Could you do a video trying “curve” jeans/shorts? Like the ones from AE, or Abercrombie, Hollister, PLT, etc.?",https://www.youtube.com//watch?v=jd3btUbpUCg&pp=ygUVRm9yZXZlciAyMSBhZXN0aGV0aWMg,,0,
1671,Dior,worth it,HUGE Dior Price Increase July 2023 *Is Lady Dior Bag still worth it?*+These price increases are insane !,https://www.youtube.com//watch?v=egAI7v6hJXU&pp=ygUORGlvciB3b3J0aCBpdCA%3D,,1,0
4234,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+I would rather spend $$ on the highest quality clothes (including some basics) possible purchased second-hand at consignment and thrift shops. I'm a larger size (US 16), so most of the trendy clothes in the fast fashion stores don't work on my frame anyway.",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,,1,0
2457,Dior,thoughts,iann dior - thought it was (feat. Machine Gun Kelly & Travis Barker) (Official Audio)+I’m clearing my schedule for Thursday night so I can really enjoy this album,https://www.youtube.com//watch?v=MLkZpWCbnec&pp=ygUORGlvciB0aG91Z2h0cyA%3D,,0,
1431,Dior,price,"BREAKING NEWS: Dior's BIGGEST Price Rise EVER+In Singapore, the price for a medium size Lady Dior was SGD$8500 and currently sold at SGD$10000. I’m glad I got the bag in Blush, a few days before the price increased.",https://www.youtube.com//watch?v=XBUL6l8BZ1I&pp=ygULRGlvciBwcmljZSA%3D,,1,0
19668,Puma,popular,How The PUMA Suede Became a Cultural Icon+I really like these shoes! Classic! Some of Pumas new stuff is just way 2 colorful for most peoples liking ! I would rock a few of them if they didn't over due ! I think if Puma just stays in their lane and keeps classic colors -they all ball out big! Stay clean and classic ! No clown shoes and no clown suits! They have an amazing stripe and logo! EZ!,https://www.youtube.com//watch?v=mQoZo4AN7mU&pp=ygUNUHVtYSBwb3B1bGFyIA%3D%3D,,1,1
2262,Dior,opinions,"Dior Skin Care- Worth It?+Had been using Dior for 15 years and i love their capture totale series, essential one serum,  and most recent i like their rose serum.  wish it could be less costly and though the packaging is lovely but i feel it’s  not necessary.  what’s important is the products works",https://www.youtube.com//watch?v=CZbkWuDAdHw&pp=ygUORGlvciBvcGluaW9ucyA%3D,,1,1
11142,ASOS,popular,Shopping ASOS In Store vs. Online! * Which is better?! *+Love both these women ️️️,https://www.youtube.com//watch?v=XVUCuCutA8o&pp=ygUNQVNPUyBwb3B1bGFyIA%3D%3D,,0,
9014,ASOS,animal testing,Is animal testing reliable? Johns Hopkins professor answers+Stop animals testing.,https://www.youtube.com//watch?v=nVoPpuYsMUU&pp=ygUUQVNPUyBhbmltYWwgdGVzdGluZyA%3D,,1,1
8533,ASOS,consumerism,"Why China's Shein is beating ASOS, H&M and Zara at fast fashion+If y’all hate shein so much, then who’s buying? And why are they still growing? Are y’all just being dishonest or what?",https://www.youtube.com//watch?v=9XCKnN6o19k&pp=ygURQVNPUyBjb25zdW1lcmlzbSA%3D,,1,0
9161,ASOS,price,Is ASOS Stock a Buy Now? Down 87%!+Fair opinion on AVO200X now that a big brand is entering the scene I believe we can have big shifts at all markets not only the AMZ market,https://www.youtube.com//watch?v=6zBQwJQJK9U&pp=ygULQVNPUyBwcmljZSA%3D,,0,
19348,Versace,ethically sourced,"Inside Versace Home+Finally, Inga is back! A 00s Versace Icon",https://www.youtube.com//watch?v=7CkRsMmrUcI&pp=ygUaVmVyc2FjZSBldGhpY2FsbHkgc291cmNlZCA%3D,,0,
19009,Versace,trends,Versace Spring-Summer 2024 | Fashion Show | Versace+so nice that everyone is beautiful,https://www.youtube.com//watch?v=EgQ81SK1wfc&pp=ygUPVmVyc2FjZSB0cmVuZHMg,,1,1
4787,Forever 21,quality,Why Primark Is Thriving While Retailers Like Forever 21 Are Closing | WSJ The Economics Of+Literally never heard of Primark,https://www.youtube.com//watch?v=OiKGoOpLoLs&pp=ygUTRm9yZXZlciAyMSBxdWFsaXR5IA%3D%3D,,1,0
6706,Forever 21,thoughts,How I Would Completely Redesign Forever 21 (and Why It Failed)+Love this video,https://www.youtube.com//watch?v=0DlnO-gY5Wo&pp=ygUURm9yZXZlciAyMSB0aG91Z2h0cyA%3D,,1,1
17479,Versace,aesthetic,Versace House Party | The Pre-Fall 2020 Campaign+just perfect,https://www.youtube.com//watch?v=HXFkg0vwLpQ&pp=ygUSVmVyc2FjZSBhZXN0aGV0aWMg,,1,1
8153,ASOS,fast fashion,"Why is Fast Fashion Failing?+I do shop from ASOS, I like buying from their designer section, it’s cheaper than getting it directly from the designers sites and the quality is better, the pieces I get last ages and I make them a staple of my wardrobe, so it’s not all bad lol",https://www.youtube.com//watch?v=nz7FyaFJFl4&pp=ygUSQVNPUyBmYXN0IGZhc2hpb24g,,1,1
5870,Forever 21,haul,HUGE FOREVER 21 SUMMER TRY ON HAUL | trendy affordable clothes !+I believe my favorite shirt would have to be the one with the butterfly.,https://www.youtube.com//watch?v=jd3btUbpUCg&pp=ygUQRm9yZXZlciAyMSBoYXVsIA%3D%3D,,1,1
19355,Versace,ethically sourced,"Inside Versace Home+what is the aesthetic of the mature female lead called ?? It's giving bourbon weathered glamour, I love it",https://www.youtube.com//watch?v=7CkRsMmrUcI&pp=ygUaVmVyc2FjZSBldGhpY2FsbHkgc291cmNlZCA%3D,,1,1
2469,Dior,thoughts,iann dior - thought it was (feat. Machine Gun Kelly & Travis Barker) (Official Audio)+MGK can really sing foreall he’s got a great voice no matter what he does,https://www.youtube.com//watch?v=MLkZpWCbnec&pp=ygUORGlvciB0aG91Z2h0cyA%3D,,0,
8902,ASOS,quality,"ASOS Haul / why i don't shop there+I feel the exact same way about ASOS’ decline in authenticity and originality. In 2015 I felt like I’d discovered the coolest online shop that made clothes that were bold and very daring, especially for menswear. They used to have a lot of cropped pieces and as you said, interesting cuts. It definitely has been a bit disappointing to see them lose that, along with the original customers who made them as big as they are today.",https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,,1,0
5507,Forever 21,worth it,Women Review Forever 21 Graphic Tees+I want a shirt that says 'I have better water pressure than you',https://www.youtube.com//watch?v=TrNOOb8Gy-w&pp=ygUURm9yZXZlciAyMSB3b3J0aCBpdCA%3D,,0,
17891,Versace,opinions,Should You Buy Versace The Dreamer in 2023 or Pass? | Honest Review+should buy absolutely,https://www.youtube.com//watch?v=Al0DgJ_AzcM&pp=ygURVmVyc2FjZSBvcGluaW9ucyA%3D,,1,1
16764,Versace,price,Inside Versace Home+It's like the resurrection of Roman Empire's glory.,https://www.youtube.com//watch?v=7CkRsMmrUcI&pp=ygUOVmVyc2FjZSBwcmljZSA%3D,,1,1
5720,Forever 21,haul,FOREVER 21 HAUL+I love Forever 21️️,https://www.youtube.com//watch?v=giUmT-Ob2jk&pp=ygUQRm9yZXZlciAyMSBoYXVsIA%3D%3D,,1,1
14540,Mango,popular,"Most Popular Mango Varieties from 2022+The land has yet to start waking up here, but I’m looking forward to seeing how our peach, apple, cherry, pear and apricot trees are coming along after this harsh winter we had. I’m hoping this year we get their first good crop! They’re a nice 6-8 feet tall.",https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,,0,
13684,Mango,aesthetic,"Real Mango Milk 🥭🥛+I was thinking of making this with the new mangos my mum got a few days ago but now that I wanna make it, the mangos are finished",https://www.youtube.com//watch?v=Kg-v9sN9whY&pp=ygUQTWFuZ28gYWVzdGhldGljIA%3D%3D,,0,
10612,ASOS,thoughts,MY FOLLOWERS CHOOSE MY BIRTHDAY OUTFITS FROM ASOS!+The 1st and last dress look the best on you,https://www.youtube.com//watch?v=IOC1Vps5THs&pp=ygUOQVNPUyB0aG91Z2h0cyA%3D,,1,1
15894,Versace,sustainable,Versace House Party | The Pre-Fall 2020 Campaign+This is superb.,https://www.youtube.com//watch?v=HXFkg0vwLpQ&pp=ygUUVmVyc2FjZSBzdXN0YWluYWJsZSA%3D,,1,1
5608,Forever 21,worth it,Forever 21 x Baby Phat Collection! IS IT WORTH IT???+I love the collection,https://www.youtube.com//watch?v=3nldN--R9YA&pp=ygUURm9yZXZlciAyMSB3b3J0aCBpdCA%3D,,1,1
10719,ASOS,thoughts,"ASOS ""Trending Now"" Clothing on 2 Different Body Types! [Size 2 vs Size 10]+MV rất hay, i like it",https://www.youtube.com//watch?v=qWScQbHE51w&pp=ygUOQVNPUyB0aG91Z2h0cyA%3D,,1,1
15659,Versace,sustainable,Versace in Miami | Boutique+AWESOME LINE OF HAUTE COUTURE...SUCH A SENSELESS LOSS,https://www.youtube.com//watch?v=NLsODXRiMVY&pp=ygUUVmVyc2FjZSBzdXN0YWluYWJsZSA%3D,,1,1
7985,ASOS,waste,"Why China's Shein is beating ASOS, H&M and Zara at fast fashion+I purchase anything but clothing from Shein. From my experience, their clothes do look nice online but feel cheap on hand. But Shein is a decent option for accessories and home or office supplies. And I like their shipping options.",https://www.youtube.com//watch?v=9XCKnN6o19k&pp=ygULQVNPUyB3YXN0ZSA%3D,,1,1
12820,Mango,price,"Why Miyazaki Mangoes Are So Expensive | So Expensive Food | Business Insider+I wonder how it taste with the mango that my grandmother has made grown in our place, it's called ""Forest Kassi Mango"" I've eaten 10+ variety of mangos, but our Mango taste so much better.",https://www.youtube.com//watch?v=MRyWyWIWhrc&pp=ygUMTWFuZ28gcHJpY2Ug,,0,
7828,ASOS,waste,"The environmental disaster fuelled by used clothes and fast fashion | Foreign Correspondent+After reading Overdressed by Elizabeth Cline, I had a cursory understanding of the Fast Fashion curse. But this was a real eye-opener. The textile and paper put so much pollution in the environment, and then to see people in Africa burning the unwanted clothes (including the synthetics) was hard to watch. I think we in the industrialized countries have so much work to do to solve or at least mitigate this problem.",https://www.youtube.com//watch?v=bB3kuuBPVys&pp=ygULQVNPUyB3YXN0ZSA%3D,,1,0
4488,Forever 21,consumerism,"Why Primark Is Thriving While Retailers Like Forever 21 Are Closing | WSJ The Economics Of+I've returned 90% of the clothes I bought online. It just doesn't work without feeling the fabric, seeing the fit. Unfortunately clothes are in store only for me. Not worth the hassle.",https://www.youtube.com//watch?v=OiKGoOpLoLs&pp=ygUXRm9yZXZlciAyMSBjb25zdW1lcmlzbSA%3D,,1,0
14957,Mango,ethically sourced,VISIONS of SUMMER | NATURAL ECHOES take over the SEASON | MANGO SS22+What the name of the music pleasee?,https://www.youtube.com//watch?v=ssvf_zzOFmw&pp=ygUYTWFuZ28gZXRoaWNhbGx5IHNvdXJjZWQg,,0,
7516,Forever 21,trends,Fall Trends Forever 21 Haul+I love the shirt that you are wearing in this video. I also love your eyeshadow in this video. Can you please do a tutorial please.,https://www.youtube.com//watch?v=7pSkDvSjMEg&pp=ygUSRm9yZXZlciAyMSB0cmVuZHMg,,1,1
10455,ASOS,opinions,"i tried ASOS 2 years later and it was...interesting | size 14/16 try-on!+Regarding the looseness at the front for boobacious girls (common problem), try a different shaped bra (not size, but shape). It makes a lot of difference. The shape really determines the support you get.",https://www.youtube.com//watch?v=ImfrR5FcH7A&pp=ygUOQVNPUyBvcGluaW9ucyA%3D,,0,
18041,Versace,opinions,"Top 5 BEST Versace Men's Fragrances Ever (According To Fragrantica)+Eau Fraiche smells great. But it's a bit too light and doesn't last that long. Blue Jeans surprised me how good it smells. The Dreamer, Dylan Blue, Oud Noir shift around in my top three.",https://www.youtube.com//watch?v=oSdLEYG-h3M&pp=ygURVmVyc2FjZSBvcGluaW9ucyA%3D,,1,1
4976,Forever 21,animal testing,"Animal Testing in 60 Seconds+this is so cruel  how would they enjoy doing that, i know they are animals but they still have a heart and a soul, they don’t deserve any of this they still have a life to enjoy, this is so hard to watch",https://www.youtube.com//watch?v=rYATRV6W4iA&pp=ygUaRm9yZXZlciAyMSBhbmltYWwgdGVzdGluZyA%3D,,1,0
10567,ASOS,thoughts,MY FOLLOWERS CHOOSE MY BIRTHDAY OUTFITS FROM ASOS!+Outfit 2 and the last one were my favorites,https://www.youtube.com//watch?v=IOC1Vps5THs&pp=ygUOQVNPUyB0aG91Z2h0cyA%3D,,1,1
15082,Versace,waste,"Luxury Fashion Is For Broke People+As a recovering designer bag shopper, I really enjoyed this video. And the comments made me rethink the definition of ""rich"". Thank you for this!",https://www.youtube.com//watch?v=FGDB22dpmwk&pp=ygUOVmVyc2FjZSB3YXN0ZSA%3D,,1,1
11624,ASOS,ethically sourced,why I'm starting to hate the sustainable fashion movement *let me explain*+The biggest problem with sustainable fashion youtube channels is that they can come off kinda sanctimonious and shamey while still contributing to unnecessary amounts of consumerism. A person shopping at a fast fashion store once a year and wearing everything they own is more sustainable than someone clearing out thrift stores every week just to wear an outfit once and let it rot in their closet.,https://www.youtube.com//watch?v=Td9rHaEQsQA&pp=ygUXQVNPUyBldGhpY2FsbHkgc291cmNlZCA%3D,,1,0
448,Dior,sustainable,The Dior Men's Summer 2023 Campaign+i think jimin video so i watching but not jimin uughh,https://www.youtube.com//watch?v=kW4ku9IAGiQ&pp=ygURRGlvciBzdXN0YWluYWJsZSA%3D,,0,
18569,Versace,comparison,Top 5 BEST Versace Men's Fragrances Ever (According To Fragrantica)+i love pour homme,https://www.youtube.com//watch?v=oSdLEYG-h3M&pp=ygUTVmVyc2FjZSBjb21wYXJpc29uIA%3D%3D,,1,1
18884,Versace,popular,Versace Spring-Summer 2023 Women’s | Fashion Show | Versace+donatella's been killing the game in the last few years. gianni must be so proud,https://www.youtube.com//watch?v=hoKDrFyQDy0&pp=ygUQVmVyc2FjZSBwb3B1bGFyIA%3D%3D,,1,1
19821,Puma,trends,These Fashion Trends Will DIE Soon+Saying Sambas gonna die out is the dumbest thing I´ve heard today,https://www.youtube.com//watch?v=eYbxsu5YO2U&pp=ygUMUHVtYSB0cmVuZHMg,,1,1
10220,ASOS,opinions,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+While I agree with the concerns about ethics and quality, I believe that fit is another matter. We all have different body types and the sizing guide is usually a good predictor of the brand being a good fit for your particular body or not. The dresses were not from the tall range, so I find it unfair to say they’re not well tailored for not fitting a taller woman. I’m not a huge ASOS fan, but I think that one thing that makes them popular is having Tall, Petite and Plus size lines with a vast selection. They even have a small Full Bust section.",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUOQVNPUyBvcGluaW9ucyA%3D,,1,0
5020,Forever 21,animal testing,Animal Testing in 60 Seconds+I refuse to buy products tested on animal now because of this. Animals were on this earth before us so why do humans believe it's ok to test on animals like this?,https://www.youtube.com//watch?v=rYATRV6W4iA&pp=ygUaRm9yZXZlciAyMSBhbmltYWwgdGVzdGluZyA%3D,,1,0
1733,Dior,worth it,WHY YOU NEED TO THINK BEFORE YOU BUY: Chanel vs Dior CLASSIC INVESTMENT BAGS+I love that you give history on the brands. It is essential to know why they exist!,https://www.youtube.com//watch?v=w6k8jj-kgeM&pp=ygUORGlvciB3b3J0aCBpdCA%3D,,1,1
8888,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+As a pear shaped body myself, it's really hard to find clothes that fit well, specially dresses and jumpsuits",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,,1,0
7230,Forever 21,comparison,What ACTUALLY Fits a Size 12 at Forever 21?+I’ve never seen more inconsistent sizing then I have at forever 21! I love the idea of shopping there but nothing ever fits!,https://www.youtube.com//watch?v=FbeHk_NroK8&pp=ygUWRm9yZXZlciAyMSBjb21wYXJpc29uIA%3D%3D,,1,0
12944,Mango,price,"Why ‘costliest mango’ Miyazaki is protected by guards & dogs in MP+This is how the world works... Mangoes with lacs per kg, black salts and many many more examples of super expensive foods that posses no extra  or minimal health benefits.",https://www.youtube.com//watch?v=RbD_jXRUfig&pp=ygUMTWFuZ28gcHJpY2Ug,,0,
15222,Versace,waste,Why Is Versace So Expensive?+Man its not Versachee....its Versachae!,https://www.youtube.com//watch?v=DhKvLcvNjkI&pp=ygUOVmVyc2FjZSB3YXN0ZSA%3D,,0,
15861,Versace,sustainable,Versace House Party | The Pre-Fall 2020 Campaign+Thank you Versace for bringing Georgina Grenville back this was epic for 20 years!!!! I still have all those ads,https://www.youtube.com//watch?v=HXFkg0vwLpQ&pp=ygUUVmVyc2FjZSBzdXN0YWluYWJsZSA%3D,,1,1
7837,ASOS,waste,How ASOS became one of the world’s largest retailers | CNBC Explains+Been shopping ASOS products for years and I love their clothing.,https://www.youtube.com//watch?v=JAeqysT6Bxs&pp=ygULQVNPUyB3YXN0ZSA%3D,,1,1
6072,Forever 21,aesthetic,HUGE FOREVER 21 SUMMER TRY ON HAUL | trendy affordable clothes !+Only godly girls like you have the awesome style everyone loves!,https://www.youtube.com//watch?v=jd3btUbpUCg&pp=ygUVRm9yZXZlciAyMSBhZXN0aGV0aWMg,,1,1
7776,ASOS,waste,Never Waste Money Buying Clothes Online Again+Where did you get your army green hoodie at. I really like it,https://www.youtube.com//watch?v=ZjGLr06oU78&pp=ygULQVNPUyB3YXN0ZSA%3D,,1,1
10962,ASOS,comparison,The Best Quality Affordable Fashion Brands+Uniqlo u airism shirt in white is one of the most versatile pieces out there. A great introductory piece into oversized clothes,https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUQQVNPUyBjb21wYXJpc29uIA%3D%3D,,1,1
2105,Dior,aesthetic,Are you curious about Jisoo's secret of one-day lasting shining look?+JisooxDior love you,https://www.youtube.com//watch?v=FGbF6wg2pUQ&pp=ygUPRGlvciBhZXN0aGV0aWMg,,0,
1211,Dior,animal testing,Makeup Brands You Didn't Know Arent Cruelty Free+I thought this was going to be a list of brands that are out of my price range anyway but omg that's a lot of brands for 2020. Please do a part 2 or cruelty free skin care,https://www.youtube.com//watch?v=zhEW0kz6858&pp=ygUURGlvciBhbmltYWwgdGVzdGluZyA%3D,,1,1
